제품명,가격,제조사,주요 성분,효능 및 기능,복용 방법,주의사항 및 부작용,이미지URL,카테고리/태그
,"17,000원",라이펫ㅣ제리스타일스,"가수분해효소단백질 , 치커리뿌리 , 비트펄프 , 락토바실러스플란타럼 , 바실러스서브틸리스 , 코코넛오일 , 글리세린 인공 첨가물, 알러젠 관련",고함량 코코넛오일 함유해 면역력 강화에 도움 장 건강 밸러스 유지를 위한 자연 재료 치커리뿌리 함유 락토바실러스·바실러스로 2중 구조 장 건강 케어 소고기 맛 소프트한 제형의 기호성 높은 영양 간식 2,간식형 영양제 제리스타일스 프로바이오틱 제형 트릿 급여 방법 권장 급여량 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"58,100원",라이펫ㅣ클리닉스,"엔테로코커스훼시엄 , 미생물제 , 엘-타타르산 , 정제수 , 천연리버플래버(Non-GMO) , Bifidobacterium bifidum , Bifidobacterium lactis , Enterococcus faecium , Lactobacillus acidophilus , Lactobacillus casei , Lactobacillus plantarum , Lactobacillus rhamnosus , Streptococcus thermophilus 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",액상 타입의 생균 유산균 매우 적은 양으로도 뛰어난 효과 동결건조유산균분말과 달리 단순한 원료구성 상온&냉장 보관 모두 가능 보관이 편리함 2,액상 유산균 클리닉스 프로 5A DOG 제형 액상 급여 방법 급여 전에 잘 흔들어서 사료 또는 간식에 떨어뜨려 주시면 쉽게 급여하실 수 있습니다. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ지위픽,,,일반 캔 사료 지위픽 소고기 390G 제형 습식 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"35,900원",라이펫ㅣ누터스가든,,,일반 사료 오리&대구 독 2kg 제형 건사료 급여 방법 권장 급여량에 맞게 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"34,300원",라이펫ㅣ트러스티푸드,"소고기 사태 , 소 심장 , 소 허파 , 단호박 , 소 간 , 당근 , 애호박 , 브로콜리 , 양배추 , 블루베리 , 사과 , 해바라기유 , 치아씨드 , 제이인산칼슘 , 크랜베리 , 난각분말 , 대구간유 , 정제소금 , 주석산수소콜린 , 마그네슘 아미노산킬레이트 , 비타민 E , 아세테이트 , 글루콘산 아연 , 켈프 파우더 , 망간 아미노산킬 레이트 , 비타민 B1 인공 첨가물, 알러젠 관련","영양 전문 수의사가 만든 완전균형 주식사료 생고기 함량 63% 신선한 국내산 생고기 사용 안전하고 믿을 수 있는 첨가물, 인공보존재 ZERO 국내산 원재료 사용으로 자신있는 성분 공개 2","동결건조 사료 트러스티푸드 비프 패티 제형 동결건조 패티 급여 방법 물에 불리거나, 간식 또는 사료 토핑으로 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"16,800원",라이펫ㅣ펫생각,"인공 첨가물, 알러젠 관련",스트레스 해소 필수템 오래 씹는 껌 평균 한 시간의 먹는 시간 오래오래 행복하게 엄선된 원료 청정 호주산 우신 사용 자연에서 온 행복 첨가물 ZERO 2,"개 껌 해피스틱 오래먹는 강아지 껌 L 제형 우신 스틱 급여 방법 처음 급여시 삼킬 수 있으니, 잘 지켜보며 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"13,000원",라이펫ㅣ아더마스,,,간식 캥거루칩 (45g) 제형 칩스 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"51,000원",라이펫ㅣ에미넌트,"쌀 , 건조 돼지고기 , 옥수수 , 가수분해단백질(생선) , 가수분해단백질(가금류) , 아마씨 , 식물성 섬유 , 차전자피 , 가금류 지방 , 베타글루칸 , 타우린 , 이주쐐기풀 , 뜸부기목 , 클로렐라 , MOS , FOS , L-카르니틴 , 돼지연골추출물(콘드로이친 공급원) 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",높은 식이섬유 함유로 건강한 장 기능 유지 저열량 저지방 설계로 체중 관리 효율 증대 혈당 조절에 탁월한 당뇨견 맞춤 영양식 수의사 처방식 사료로 신뢰 높은 영양 공급 2,당뇨 처방사료 에미넌트 독 파이버 2.5kg 제형 건사료 급여 방법 권장 급여량에 맞게 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"39,900원",라이펫ㅣ클리닉스,"타우린 , 아미노산제 , 자일로올리고당(XOS) , 만난올리고당(MOS) , 효모추출물(Source of β-glican) , 지방분해효소 , 단백질분해효소 , 탄수화물분해효소 , 브로멜라인 , 레시틴 , 가수분해간플래버 , 천연과일향 , 프로폴리스 , 베타글루칸 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","영양분 흡수에 도움되는 복합소화효소로 구성 장내유익균 증가에 탁월한 기능성 올리고당 함유 장점막 면역 증가에 기여 프로폴리스 함유 설사, 구토에 효과적인 분말형 소화 영양제 2",소화효소제 클리닉스 레노자임 제형 파우더 급여 방법 동봉된 스푼을 이용하여 사료 또는 간식과 함께 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"81,400원",라이펫ㅣNHV,,,간 영양제 밀크씨슬 100ml 제형 액상 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"94,000원",라이펫ㅣ지위픽,,,일반 사료 고등어&양고기 독 1KG 제형 육포 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"50,000원",라이펫ㅣ스텔라앤츄이스,,,일반 사료 치킨 스몰브리드 키블 1.6kg 제형 키블 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ이노벳,"타우린 , L-아르기닌 , 만난올리고당 , 하이프로멜로스 , 코엔자임Q10 , 비타민 E , 비타민 C , 귀리겨 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",부형제가 들어가지 않은 100% 휴먼그레이드 타우린을 통한 심근병증 예방 효과 코엔자임Q10을 통한 심장 기능 향상 효과 알러지를 유발하지 않는 식물성 HPMC 캡슐 2,심장 영양제 이노캡스 CQ-10 제형 캡슐 급여 방법 직접 급여하거나 캡슐 개봉 후 주식/간식에 혼합해 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"15,800원",라이펫ㅣ펫생각,"쌀 , 분리대두단백(NON-GMO) , 타피오카전분 , 글리세린 , 농축호박분말 , 글루코사민염산염 , 카놀라유 , 프로필렌글리콜 , 프락토올리고당 , 보스웰리아추출물 , 상어연골분말 , 산성피로인산나트륨 , 해조칼슘 , 소르빈산칼륨 , 해조추출물 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",관절 케어에 좋은 보스웰리아 함유 알러지 걱정없이 가수분해 오리고기 건강하고 신선한 100% 휴먼그레이드 쉽게 잘리는 말랑한 츄어블 타입 2,관절 영양제 데일리케얼 리얼 칼슘 제형 펠릿 급여 방법 권장 급여량에 맞춰 간식처럼 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ오느루,"흑돼지 안심/등심 , 돼지 간 , 돼지 지라 , 적채 , 브로콜리 , 당근 , 표고 , 단호박 , 탄산칼슘 , 염화콜린 , 글루콘산 아연 , 글루콘산 구리 , 마그네슘 아미노산 킬레이트 , 철 아미노산 킬레이트 , 망간 아미노산킬 레이트 , 켈프 분말 , 정제염 , 비타민 B1 , 비타민 B2 , 비타민 B3 , 비타민 B5 , 비타민 B6 , 비타민 B9 , 비타민 B12 , 비타민 E , 비타민 D3 , 해바라기유 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","유기농, 무농약 인증 받은 검증된 건강한 원재료 사용 알러지 걱정 없는 단일 단백질 반려견의 매일을 위한 건강한 완전 주식 영양소 파괴를 최소로 수증기로 찌는 스팀 조리법 2","주식 오느루 흑돼지&야채 식사 제형 화식 급여 방법 상온에서 찬 기운을 뺀 뒤 급여해 주시거나, 전자레인지에 10초정도 돌려 차갑지 않게 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"9,900원",라이펫ㅣ펫생각,"쌀 , 타피오카전분 , 글리세린 , 셀룰로오스 , 비프씨즈닝파우더 , 닭기름 , 프로필렌글리콜 , 캥거루 , 산성피로인산나트륨 , 옵티마이저 , 캐롭 , 소르빈산칼륨 , 펫가디언 , 글루코사민 , 덱스트라나아제 , 초록입홍합 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",치아 맞춤 설계 2중 갈퀴형 모양 치석에 도움되는 덱스트라나아제 함유 기호성 높은 캥거루 고기 사용 어디서나 간편하게 위생적인 개별 포장 2,덴탈껌 하루치카 갈퀴형 제형 스틱껌 급여 방법 권장 급여량에 맞춰 간식처럼 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
